County,Month,Year,Deaths,AgeGroup
Rice,12,2012,11,65-74
St. Louis,1,2012,30,65-74
St. Louis,2,2012,30,65-74
St. Louis,3,2012,31,65-74
St. Louis,4,2012,25,65-74
St. Louis,5,2012,27,65-74
St. Louis,6,2012,24,65-74
St. Louis,7,2012,27,65-74
St. Louis,8,2012,29,65-74
St. Louis,9,2012,25,65-74
St. Louis,10,2012,23,65-74
St. Louis,11,2012,27,65-74
St. Louis,12,2012,29,65-74
Scott,3,2012,10,65-74
Scott,8,2012,10,65-74
Scott,9,2012,10,65-74
Scott,11,2012,14,65-74
Scott,12,2012,10,65-74
Sherburne,9,2012,10,65-74
Stearns,1,2012,14,65-74
Stearns,3,2012,11,65-74
Stearns,4,2012,11,65-74
Stearns,5,2012,11,65-74
Stearns,6,2012,12,65-74
Stearns,8,2012,11,65-74
Stearns,12,2012,11,65-74
Washington,1,2012,12,65-74
Washington,2,2012,17,65-74
Washington,3,2012,23,65-74
Washington,4,2012,23,65-74
Washington,5,2012,19,65-74
Washington,6,2012,17,65-74
Washington,7,2012,25,65-74
Washington,8,2012,15,65-74
Washington,9,2012,10,65-74
Washington,10,2012,22,65-74
Washington,11,2012,23,65-74
Washington,12,2012,23,65-74
Wright,2,2012,10,65-74
Wright,6,2012,11,65-74
Wright,8,2012,15,65-74
Wright,12,2012,10,65-74
Anoka,1,2012,32,75-84
Anoka,2,2012,29,75-84
Anoka,3,2012,40,75-84
Anoka,4,2012,32,75-84
Anoka,5,2012,31,75-84
Anoka,6,2012,30,75-84
Anoka,7,2012,26,75-84
Anoka,8,2012,36,75-84
Anoka,9,2012,31,75-84
Anoka,10,2012,49,75-84
Anoka,11,2012,50,75-84
Anoka,12,2012,53,75-84
Becker,1,2012,11,75-84
Becker,9,2012,11,75-84
Beltrami,1,2012,11,75-84
Beltrami,7,2012,10,75-84
Beltrami,8,2012,11,75-84
Beltrami,10,2012,10,75-84
Beltrami,11,2012,11,75-84
Benton,7,2012,10,75-84
Blue Earth,6,2012,13,75-84
Blue Earth,7,2012,11,75-84
Blue Earth,8,2012,11,75-84
Blue Earth,11,2012,12,75-84
Blue Earth,12,2012,11,75-84
Brown,10,2012,10,75-84
Carlton,3,2012,11,75-84
Carver,1,2012,11,75-84
Carver,3,2012,10,75-84
Carver,7,2012,10,75-84
Carver,10,2012,13,75-84
Carver,11,2012,11,75-84
Cass,9,2012,10,75-84
Cass,12,2012,13,75-84
Chisago,8,2012,10,75-84
Clay,1,2012,13,75-84
Clay,4,2012,12,75-84
Clay,5,2012,16,75-84
Clay,7,2012,10,75-84
Clay,10,2012,12,75-84
Clay,11,2012,12,75-84
Clay,12,2012,13,75-84
Crow Wing,1,2012,10,75-84
Crow Wing,2,2012,24,75-84
Crow Wing,3,2012,10,75-84
Crow Wing,5,2012,12,75-84
Crow Wing,6,2012,16,75-84
Crow Wing,7,2012,11,75-84
Crow Wing,8,2012,21,75-84
Crow Wing,9,2012,12,75-84
Crow Wing,10,2012,12,75-84
Crow Wing,11,2012,11,75-84
Crow Wing,12,2012,10,75-84
Dakota,1,2012,44,75-84
Dakota,2,2012,48,75-84
Dakota,3,2012,46,75-84
Dakota,4,2012,34,75-84
Dakota,5,2012,51,75-84
Dakota,6,2012,34,75-84
Dakota,7,2012,39,75-84
Dakota,8,2012,45,75-84
Dakota,9,2012,51,75-84
Dakota,10,2012,50,75-84
Dakota,11,2012,37,75-84
Dakota,12,2012,45,75-84
Douglas,2,2012,13,75-84
Douglas,3,2012,12,75-84
Douglas,8,2012,12,75-84
Douglas,9,2012,14,75-84
Douglas,12,2012,10,75-84
Freeborn,3,2012,10,75-84
Freeborn,9,2012,11,75-84
Goodhue,6,2012,12,75-84
Goodhue,7,2012,11,75-84
Goodhue,8,2012,11,75-84
Goodhue,9,2012,13,75-84
Goodhue,10,2012,10,75-84
Goodhue,12,2012,10,75-84
Hennepin,1,2012,161,75-84
Hennepin,2,2012,137,75-84
Hennepin,3,2012,155,75-84
Hennepin,4,2012,128,75-84
Hennepin,5,2012,159,75-84
Hennepin,6,2012,142,75-84
Hennepin,7,2012,137,75-84
Hennepin,8,2012,146,75-84
Hennepin,9,2012,146,75-84
Hennepin,10,2012,160,75-84
Hennepin,11,2012,153,75-84
Hennepin,12,2012,182,75-84
Isanti,1,2012,11,75-84
Isanti,8,2012,10,75-84
Itasca,2,2012,12,75-84
Itasca,3,2012,11,75-84
Itasca,4,2012,15,75-84
Itasca,5,2012,15,75-84
Itasca,6,2012,10,75-84
Itasca,7,2012,10,75-84
Itasca,8,2012,14,75-84
Itasca,9,2012,11,75-84
Itasca,10,2012,12,75-84
Itasca,12,2012,17,75-84
Kandiyohi,6,2012,10,75-84
Kandiyohi,9,2012,11,75-84
Kandiyohi,10,2012,12,75-84
Kandiyohi,12,2012,13,75-84
Meeker,10,2012,10,75-84
Morrison,5,2012,12,75-84
Morrison,10,2012,10,75-84
Mower,3,2012,11,75-84
Mower,5,2012,10,75-84
Mower,8,2012,11,75-84
Mower,9,2012,11,75-84
Mower,12,2012,10,75-84
Olmsted,1,2012,19,75-84
Olmsted,2,2012,11,75-84
Olmsted,3,2012,21,75-84
Olmsted,4,2012,15,75-84
Olmsted,5,2012,16,75-84
Olmsted,6,2012,19,75-84
Olmsted,8,2012,24,75-84
Olmsted,9,2012,14,75-84
Olmsted,10,2012,13,75-84
Olmsted,11,2012,16,75-84
Olmsted,12,2012,27,75-84
Otter Tail,1,2012,15,75-84
Otter Tail,2,2012,11,75-84
Otter Tail,3,2012,18,75-84
Otter Tail,4,2012,16,75-84
Otter Tail,6,2012,11,75-84
Otter Tail,7,2012,10,75-84
Otter Tail,8,2012,15,75-84
Otter Tail,9,2012,21,75-84
Otter Tail,10,2012,11,75-84
Otter Tail,11,2012,19,75-84
Otter Tail,12,2012,12,75-84
Pine,3,2012,10,75-84
Pine,11,2012,10,75-84
Polk,10,2012,11,75-84
Ramsey,1,2012,79,75-84
Ramsey,2,2012,73,75-84
Ramsey,3,2012,72,75-84
Ramsey,4,2012,64,75-84
Ramsey,5,2012,66,75-84
Ramsey,6,2012,54,75-84
Ramsey,7,2012,60,75-84
Ramsey,8,2012,80,75-84
Ramsey,9,2012,81,75-84
Ramsey,10,2012,66,75-84
Ramsey,11,2012,92,75-84
Ramsey,12,2012,75,75-84
Rice,1,2012,17,75-84
Rice,2,2012,12,75-84
Rice,9,2012,10,75-84
Rice,10,2012,10,75-84
Rice,11,2012,13,75-84
Rice,12,2012,16,75-84
St. Louis,1,2012,65,75-84
St. Louis,2,2012,31,75-84
St. Louis,3,2012,54,75-84
St. Louis,4,2012,48,75-84
St. Louis,5,2012,46,75-84
St. Louis,6,2012,46,75-84
St. Louis,7,2012,35,75-84
St. Louis,8,2012,40,75-84
St. Louis,9,2012,45,75-84
St. Louis,10,2012,46,75-84
St. Louis,11,2012,46,75-84
St. Louis,12,2012,40,75-84
Scott,1,2012,14,75-84
Scott,2,2012,10,75-84
Scott,3,2012,13,75-84
Scott,4,2012,11,75-84
Scott,5,2012,17,75-84
Scott,7,2012,10,75-84
Scott,10,2012,11,75-84
Scott,11,2012,11,75-84
Scott,12,2012,10,75-84
Sherburne,3,2012,12,75-84
Sherburne,5,2012,11,75-84
Sherburne,7,2012,13,75-84
Sherburne,10,2012,14,75-84
Sherburne,12,2012,15,75-84
Stearns,1,2012,25,75-84
Stearns,2,2012,27,75-84
Stearns,3,2012,25,75-84
Stearns,4,2012,22,75-84
Stearns,5,2012,22,75-84
Stearns,6,2012,18,75-84
Stearns,7,2012,25,75-84
Stearns,8,2012,22,75-84
Stearns,9,2012,19,75-84
Stearns,10,2012,23,75-84
Stearns,11,2012,20,75-84
Stearns,12,2012,22,75-84
Washington,1,2012,30,75-84
Washington,2,2012,38,75-84
Washington,3,2012,24,75-84
Washington,4,2012,22,75-84
Washington,5,2012,34,75-84
Washington,6,2012,30,75-84
Washington,7,2012,29,75-84
Washington,8,2012,24,75-84
Washington,9,2012,27,75-84
Washington,10,2012,25,75-84
Washington,11,2012,24,75-84
Washington,12,2012,25,75-84
Winona,1,2012,10,75-84
Winona,3,2012,15,75-84
Winona,7,2012,10,75-84
Winona,11,2012,11,75-84
Wright,1,2012,19,75-84
Wright,2,2012,11,75-84
Wright,4,2012,14,75-84
Wright,5,2012,10,75-84
Wright,6,2012,14,75-84
Wright,7,2012,11,75-84
Wright,8,2012,21,75-84
Wright,10,2012,14,75-84
Wright,11,2012,17,75-84
Wright,12,2012,20,75-84
Aitkin,3,2012,10,85+
Aitkin,5,2012,10,85+
Aitkin,7,2012,12,85+
Anoka,1,2012,37,85+
Anoka,2,2012,39,85+
Anoka,3,2012,32,85+
Anoka,4,2012,36,85+
Anoka,5,2012,39,85+
Anoka,6,2012,26,85+
Anoka,7,2012,42,85+
Anoka,8,2012,26,85+
Anoka,9,2012,35,85+
Anoka,10,2012,50,85+
Anoka,11,2012,31,85+
Anoka,12,2012,45,85+
Becker,1,2012,10,85+
Becker,2,2012,12,85+
Becker,3,2012,15,85+
Becker,4,2012,13,85+
Becker,5,2012,11,85+
Becker,6,2012,10,85+
Becker,7,2012,10,85+
Becker,10,2012,15,85+
Beltrami,1,2012,12,85+
Beltrami,3,2012,17,85+
Beltrami,6,2012,12,85+
Beltrami,7,2012,10,85+
Beltrami,8,2012,10,85+
Beltrami,10,2012,12,85+
Beltrami,11,2012,12,85+
Beltrami,12,2012,14,85+
Benton,1,2012,21,85+
Benton,3,2012,14,85+
Benton,5,2012,11,85+
Benton,8,2012,15,85+
Benton,9,2012,11,85+
Benton,10,2012,13,85+
Benton,12,2012,12,85+
Blue Earth,1,2012,15,85+
Blue Earth,2,2012,16,85+
Blue Earth,3,2012,25,85+
Blue Earth,4,2012,17,85+
Blue Earth,5,2012,18,85+
Blue Earth,6,2012,12,85+
Blue Earth,7,2012,12,85+
Blue Earth,8,2012,19,85+
Blue Earth,9,2012,12,85+
Blue Earth,10,2012,18,85+
Blue Earth,11,2012,18,85+
Blue Earth,12,2012,19,85+
Brown,1,2012,13,85+
Brown,4,2012,10,85+
Brown,5,2012,10,85+
Brown,6,2012,10,85+
Brown,7,2012,12,85+
Brown,8,2012,15,85+
Brown,9,2012,14,85+
Brown,10,2012,12,85+
Brown,11,2012,15,85+
Brown,12,2012,22,85+
Carlton,2,2012,13,85+
Carlton,3,2012,10,85+
Carlton,4,2012,10,85+
Carlton,5,2012,13,85+
Carlton,7,2012,18,85+
Carlton,8,2012,17,85+
Carlton,9,2012,13,85+
Carlton,10,2012,16,85+
Carlton,12,2012,17,85+
Carver,1,2012,11,85+
Carver,3,2012,11,85+
Carver,4,2012,20,85+
Carver,5,2012,14,85+
Carver,6,2012,13,85+
Carver,7,2012,15,85+
Carver,9,2012,16,85+
Carver,10,2012,20,85+
Carver,11,2012,18,85+
Carver,12,2012,14,85+
Chippewa,1,2012,11,85+
Chippewa,3,2012,10,85+
Chippewa,11,2012,10,85+
Chisago,2,2012,10,85+
Chisago,3,2012,13,85+
Chisago,8,2012,16,85+
Chisago,10,2012,11,85+
Chisago,12,2012,16,85+
Clay,1,2012,13,85+
Clay,2,2012,15,85+
Clay,3,2012,22,85+
Clay,4,2012,14,85+
Clay,5,2012,18,85+
Clay,7,2012,13,85+
Clay,8,2012,15,85+
Clay,9,2012,13,85+
Clay,10,2012,12,85+
Clay,11,2012,20,85+
Clay,12,2012,19,85+
Cottonwood,1,2012,10,85+
Cottonwood,7,2012,11,85+
Crow Wing,1,2012,27,85+
Crow Wing,2,2012,19,85+
Crow Wing,3,2012,19,85+
Crow Wing,4,2012,14,85+
Crow Wing,5,2012,16,85+
Crow Wing,6,2012,16,85+
Crow Wing,7,2012,22,85+
Crow Wing,8,2012,17,85+
Crow Wing,9,2012,20,85+
Crow Wing,10,2012,18,85+
Crow Wing,11,2012,26,85+
Crow Wing,12,2012,23,85+
Dakota,1,2012,65,85+
Dakota,2,2012,54,85+
Dakota,3,2012,65,85+
Dakota,4,2012,72,85+
Dakota,5,2012,50,85+
Dakota,6,2012,61,85+
Dakota,7,2012,66,85+
Dakota,8,2012,55,85+
Dakota,9,2012,72,85+
Dakota,10,2012,59,85+
Dakota,11,2012,78,85+
Dakota,12,2012,80,85+
Douglas,1,2012,18,85+
Douglas,2,2012,10,85+
Douglas,3,2012,18,85+
Douglas,4,2012,12,85+
Douglas,5,2012,17,85+
Douglas,6,2012,15,85+
Douglas,7,2012,10,85+
Douglas,9,2012,18,85+
Douglas,10,2012,13,85+
Douglas,11,2012,18,85+
Douglas,12,2012,14,85+
Faribault,2,2012,13,85+
Faribault,7,2012,10,85+
Faribault,12,2012,11,85+
Fillmore,5,2012,14,85+
Fillmore,12,2012,11,85+
Freeborn,1,2012,18,85+
Freeborn,2,2012,16,85+
Freeborn,3,2012,12,85+
Freeborn,4,2012,13,85+
Freeborn,5,2012,12,85+
Freeborn,8,2012,10,85+
Freeborn,9,2012,10,85+
Freeborn,10,2012,21,85+
Freeborn,11,2012,14,85+
Freeborn,12,2012,18,85+
Goodhue,1,2012,24,85+
Goodhue,2,2012,19,85+
Goodhue,3,2012,18,85+
Goodhue,4,2012,14,85+
Goodhue,5,2012,21,85+
Goodhue,6,2012,13,85+
Goodhue,7,2012,26,85+
Goodhue,8,2012,20,85+
Goodhue,9,2012,24,85+
Goodhue,10,2012,20,85+
Goodhue,11,2012,21,85+
Goodhue,12,2012,28,85+
Hennepin,1,2012,268,85+
Hennepin,2,2012,255,85+
Hennepin,3,2012,258,85+
Hennepin,4,2012,244,85+
Hennepin,5,2012,241,85+
Hennepin,6,2012,213,85+
Hennepin,7,2012,231,85+
Hennepin,8,2012,251,85+
Hennepin,9,2012,240,85+
Hennepin,10,2012,291,85+
Hennepin,11,2012,276,85+
Hennepin,12,2012,294,85+
Houston,4,2012,11,85+
Isanti,3,2012,13,85+
Isanti,5,2012,11,85+
Isanti,6,2012,11,85+
Isanti,8,2012,12,85+
Isanti,9,2012,10,85+
Isanti,11,2012,12,85+
Isanti,12,2012,12,85+
Itasca,1,2012,11,85+
Itasca,2,2012,12,85+
Itasca,3,2012,11,85+
Itasca,5,2012,21,85+
Itasca,6,2012,16,85+
Itasca,7,2012,14,85+
Itasca,8,2012,11,85+
Itasca,9,2012,18,85+
Itasca,10,2012,19,85+
Itasca,11,2012,14,85+
Itasca,12,2012,17,85+
Kanabec,5,2012,10,85+
Kandiyohi,1,2012,20,85+
Kandiyohi,2,2012,12,85+
Kandiyohi,3,2012,12,85+
Kandiyohi,4,2012,19,85+
Kandiyohi,5,2012,14,85+
Kandiyohi,6,2012,10,85+
Kandiyohi,7,2012,15,85+
Kandiyohi,8,2012,19,85+
Kandiyohi,9,2012,11,85+
Kandiyohi,10,2012,13,85+
Kandiyohi,11,2012,22,85+
Kandiyohi,12,2012,14,85+
Koochiching,3,2012,12,85+
Le Sueur,12,2012,10,85+
Lyon,1,2012,10,85+
Lyon,2,2012,16,85+
Lyon,10,2012,12,85+
Lyon,11,2012,12,85+
McLeod,1,2012,13,85+
McLeod,2,2012,17,85+
McLeod,4,2012,13,85+
McLeod,6,2012,12,85+
McLeod,7,2012,16,85+
McLeod,10,2012,10,85+
McLeod,12,2012,13,85+
Martin,1,2012,13,85+
Martin,6,2012,11,85+
Martin,11,2012,12,85+
Martin,12,2012,14,85+
Meeker,1,2012,10,85+
Meeker,7,2012,13,85+
Meeker,9,2012,10,85+
Meeker,12,2012,11,85+
Mille Lacs,1,2012,14,85+
Mille Lacs,2,2012,12,85+
Mille Lacs,3,2012,11,85+
Mille Lacs,8,2012,12,85+
Mille Lacs,10,2012,13,85+
Morrison,1,2012,19,85+
Morrison,2,2012,14,85+
Morrison,3,2012,14,85+
Morrison,4,2012,16,85+
Morrison,7,2012,18,85+
Morrison,8,2012,11,85+
Morrison,9,2012,17,85+
Morrison,10,2012,13,85+
Morrison,11,2012,15,85+
Morrison,12,2012,10,85+
Mower,1,2012,22,85+
Mower,2,2012,12,85+
Mower,3,2012,15,85+
Mower,4,2012,14,85+
Mower,6,2012,13,85+
Mower,7,2012,10,85+
Mower,8,2012,18,85+
Mower,9,2012,11,85+
Mower,10,2012,23,85+
Mower,11,2012,17,85+
Mower,12,2012,18,85+
Nicollet,10,2012,12,85+
Nobles,3,2012,10,85+
Norman,4,2012,10,85+
Olmsted,1,2012,41,85+
Olmsted,2,2012,32,85+
Olmsted,3,2012,36,85+
Olmsted,4,2012,31,85+
Olmsted,5,2012,32,85+
Olmsted,6,2012,29,85+
Olmsted,7,2012,29,85+
Olmsted,8,2012,33,85+
Olmsted,9,2012,42,85+
Olmsted,10,2012,16,85+
Olmsted,11,2012,37,85+
Olmsted,12,2012,37,85+
Otter Tail,1,2012,31,85+
Otter Tail,2,2012,25,85+
Otter Tail,3,2012,33,85+
Otter Tail,4,2012,33,85+
Otter Tail,5,2012,20,85+
Otter Tail,6,2012,25,85+
Otter Tail,7,2012,21,85+
Otter Tail,8,2012,16,85+
Otter Tail,9,2012,28,85+
Otter Tail,10,2012,23,85+
Otter Tail,11,2012,29,85+
Otter Tail,12,2012,20,85+
Pennington,11,2012,11,85+
Polk,1,2012,14,85+
Polk,2,2012,10,85+
Polk,3,2012,12,85+
Polk,4,2012,14,85+
Polk,5,2012,10,85+
Polk,6,2012,12,85+
Polk,8,2012,13,85+
Polk,9,2012,11,85+
Polk,11,2012,11,85+
Polk,12,2012,26,85+
Ramsey,1,2012,154,85+
Ramsey,2,2012,102,85+
Ramsey,3,2012,103,85+
Ramsey,4,2012,108,85+
Ramsey,5,2012,115,85+
Ramsey,6,2012,119,85+
Ramsey,7,2012,110,85+
Ramsey,8,2012,109,85+
Ramsey,9,2012,131,85+
Ramsey,10,2012,128,85+
Ramsey,11,2012,131,85+
Ramsey,12,2012,162,85+
Redwood,4,2012,10,85+
Redwood,8,2012,11,85+
Redwood,11,2012,10,85+
Renville,4,2012,15,85+
Renville,5,2012,14,85+
Renville,12,2012,11,85+
Rice,1,2012,18,85+
Rice,2,2012,13,85+
Rice,3,2012,16,85+
Rice,4,2012,17,85+
Rice,5,2012,12,85+
Rice,6,2012,15,85+
Rice,7,2012,18,85+
Rice,8,2012,19,85+
Rice,9,2012,20,85+
Rice,10,2012,16,85+
Rice,11,2012,14,85+
Rice,12,2012,26,85+
St. Louis,1,2012,76,85+
St. Louis,2,2012,71,85+
St. Louis,3,2012,64,85+
St. Louis,4,2012,57,85+
St. Louis,5,2012,69,85+
St. Louis,6,2012,68,85+
St. Louis,7,2012,63,85+
St. Louis,8,2012,63,85+
St. Louis,9,2012,58,85+
St. Louis,10,2012,77,85+
St. Louis,11,2012,63,85+
St. Louis,12,2012,77,85+
Scott,1,2012,16,85+
Scott,2,2012,13,85+
Scott,3,2012,13,85+
Scott,4,2012,13,85+
Scott,5,2012,16,85+
Scott,6,2012,17,85+
Scott,7,2012,12,85+
Scott,9,2012,17,85+
Scott,10,2012,19,85+
Scott,11,2012,14,85+
Scott,12,2012,18,85+
Sherburne,3,2012,16,85+
Sherburne,6,2012,10,85+
Sherburne,8,2012,10,85+
Sherburne,9,2012,12,85+
Sherburne,10,2012,12,85+
Sherburne,11,2012,13,85+
Sherburne,12,2012,18,85+
Sibley,12,2012,12,85+
Stearns,1,2012,36,85+
Stearns,2,2012,27,85+
Stearns,3,2012,32,85+
Stearns,4,2012,25,85+
Stearns,5,2012,19,85+
Stearns,6,2012,35,85+
Stearns,7,2012,23,85+
Stearns,8,2012,22,85+
Stearns,9,2012,28,85+
Stearns,10,2012,26,85+
Stearns,11,2012,31,85+
Stearns,12,2012,32,85+
Steele,1,2012,14,85+
Steele,4,2012,14,85+
Steele,5,2012,11,85+
Steele,7,2012,12,85+
Steele,12,2012,15,85+
Todd,11,2012,10,85+
Wadena,2,2012,11,85+
Washington,1,2012,45,85+
Washington,2,2012,43,85+
Washington,3,2012,40,85+
Washington,4,2012,36,85+
Washington,5,2012,25,85+
Washington,6,2012,35,85+
Washington,7,2012,29,85+
Washington,8,2012,43,85+
Washington,9,2012,40,85+
Washington,10,2012,39,85+
Washington,11,2012,38,85+
Washington,12,2012,40,85+
Wilkin,12,2012,11,85+
Winona,1,2012,10,85+
Winona,2,2012,15,85+
Winona,3,2012,14,85+
Winona,4,2012,13,85+
Winona,5,2012,17,85+
Winona,6,2012,10,85+
Winona,7,2012,14,85+
Winona,8,2012,16,85+
Winona,9,2012,10,85+
Winona,11,2012,12,85+
Winona,12,2012,21,85+
Wright,1,2012,20,85+
Wright,2,2012,15,85+
Wright,3,2012,16,85+
Wright,5,2012,22,85+
Wright,6,2012,21,85+
Wright,7,2012,25,85+
Wright,8,2012,15,85+
Wright,9,2012,25,85+
Wright,10,2012,25,85+
Wright,11,2012,19,85+
Wright,12,2012,20,85+
Hennepin,2,2013,10,1
Hennepin,5,2013,10,1
Hennepin,10,2013,10,1
Hennepin,4,2013,10,15-24
Hennepin,1,2013,10,25-34
Hennepin,3,2013,11,25-34
Hennepin,4,2013,13,25-34
Hennepin,5,2013,10,25-34
Hennepin,7,2013,10,25-34
Hennepin,8,2013,16,25-34
Hennepin,10,2013,13,25-34
Hennepin,11,2013,16,25-34
Hennepin,12,2013,11,25-34
Ramsey,2,2013,11,25-34
Ramsey,4,2013,10,25-34
Ramsey,9,2013,10,25-34
Dakota,1,2013,10,35-44
Hennepin,1,2013,20,35-44
Hennepin,2,2013,12,35-44
Hennepin,3,2013,20,35-44
Hennepin,4,2013,19,35-44
Hennepin,5,2013,18,35-44
Hennepin,6,2013,11,35-44
Hennepin,7,2013,14,35-44
Hennepin,8,2013,28,35-44
Hennepin,9,2013,23,35-44
Hennepin,10,2013,13,35-44
Hennepin,11,2013,12,35-44
Hennepin,12,2013,14,35-44
Ramsey,9,2013,10,35-44
Ramsey,10,2013,13,35-44
Ramsey,11,2013,15,35-44
Anoka,1,2013,12,45-54
Anoka,3,2013,15,45-54
Anoka,4,2013,12,45-54
Anoka,5,2013,14,45-54
Anoka,7,2013,20,45-54
Anoka,8,2013,15,45-54
Anoka,9,2013,12,45-54
Anoka,10,2013,13,45-54
Anoka,12,2013,15,45-54
Dakota,1,2013,13,45-54
Dakota,2,2013,12,45-54
Dakota,4,2013,11,45-54
Dakota,5,2013,14,45-54
Dakota,6,2013,15,45-54
Dakota,7,2013,14,45-54
Dakota,8,2013,14,45-54
Dakota,9,2013,10,45-54
Dakota,10,2013,12,45-54
Dakota,11,2013,17,45-54
Hennepin,1,2013,38,45-54
Hennepin,2,2013,40,45-54
Hennepin,3,2013,44,45-54
Hennepin,4,2013,45,45-54
Hennepin,5,2013,46,45-54
Hennepin,6,2013,28,45-54
Hennepin,7,2013,52,45-54
Hennepin,8,2013,48,45-54
Hennepin,9,2013,31,45-54
Hennepin,10,2013,49,45-54
Hennepin,11,2013,41,45-54
Hennepin,12,2013,35,45-54
Ramsey,1,2013,27,45-54
Ramsey,2,2013,18,45-54
Ramsey,3,2013,16,45-54
Ramsey,4,2013,21,45-54
Ramsey,5,2013,29,45-54
Ramsey,6,2013,18,45-54
Ramsey,7,2013,20,45-54
Ramsey,8,2013,15,45-54
Ramsey,9,2013,26,45-54
Ramsey,10,2013,34,45-54
Ramsey,11,2013,21,45-54
Ramsey,12,2013,21,45-54
St. Louis,1,2013,13,45-54
St. Louis,2,2013,11,45-54
St. Louis,3,2013,12,45-54
St. Louis,4,2013,10,45-54
St. Louis,5,2013,14,45-54
St. Louis,6,2013,12,45-54
St. Louis,10,2013,11,45-54
St. Louis,11,2013,13,45-54
Washington,11,2013,13,45-54
Anoka,1,2013,21,55-64
Anoka,2,2013,15,55-64
Anoka,3,2013,31,55-64
Anoka,4,2013,23,55-64
Anoka,5,2013,28,55-64
Anoka,6,2013,18,55-64
Anoka,7,2013,23,55-64
Anoka,8,2013,23,55-64
Anoka,9,2013,18,55-64
Anoka,10,2013,19,55-64
Anoka,11,2013,22,55-64
Anoka,12,2013,21,55-64
Beltrami,5,2013,10,55-64
Dakota,1,2013,17,55-64
Dakota,2,2013,15,55-64
Dakota,3,2013,20,55-64
Dakota,4,2013,19,55-64
Dakota,5,2013,19,55-64
Dakota,6,2013,15,55-64
Dakota,7,2013,17,55-64
Dakota,8,2013,19,55-64
Dakota,9,2013,31,55-64
Dakota,10,2013,24,55-64
Dakota,11,2013,23,55-64
Dakota,12,2013,21,55-64
Hennepin,1,2013,89,55-64
Hennepin,2,2013,68,55-64
Hennepin,3,2013,92,55-64
Hennepin,4,2013,74,55-64
Hennepin,5,2013,74,55-64
Hennepin,6,2013,71,55-64
Hennepin,7,2013,80,55-64
Hennepin,8,2013,73,55-64
Hennepin,9,2013,89,55-64
Hennepin,10,2013,69,55-64
Hennepin,11,2013,76,55-64
Hennepin,12,2013,88,55-64
Isanti,11,2013,12,55-64
Olmsted,1,2013,10,55-64
Olmsted,5,2013,12,55-64
Olmsted,7,2013,10,55-64
Otter Tail,1,2013,11,55-64
Otter Tail,11,2013,10,55-64
Otter Tail,12,2013,10,55-64
Ramsey,1,2013,45,55-64
Ramsey,2,2013,36,55-64
Ramsey,3,2013,43,55-64
Ramsey,4,2013,37,55-64
Ramsey,5,2013,36,55-64
Ramsey,6,2013,30,55-64
Ramsey,7,2013,37,55-64
Ramsey,8,2013,42,55-64
Ramsey,9,2013,41,55-64
Ramsey,10,2013,41,55-64
Ramsey,11,2013,40,55-64
Ramsey,12,2013,31,55-64
St. Louis,1,2013,18,55-64
St. Louis,2,2013,19,55-64
St. Louis,3,2013,28,55-64
St. Louis,4,2013,20,55-64
St. Louis,5,2013,18,55-64
St. Louis,6,2013,26,55-64
St. Louis,7,2013,27,55-64
St. Louis,8,2013,15,55-64
St. Louis,9,2013,19,55-64
St. Louis,10,2013,24,55-64
St. Louis,11,2013,23,55-64
St. Louis,12,2013,26,55-64
Sherburne,7,2013,10,55-64
Stearns,5,2013,10,55-64
Stearns,6,2013,10,55-64
Stearns,12,2013,14,55-64
Washington,1,2013,16,55-64
Washington,2,2013,17,55-64
Washington,3,2013,12,55-64
Washington,4,2013,13,55-64
Washington,5,2013,16,55-64
Washington,6,2013,13,55-64
Washington,7,2013,11,55-64
Washington,8,2013,20,55-64
Washington,9,2013,13,55-64
Washington,10,2013,16,55-64
Washington,12,2013,14,55-64
Wright,10,2013,12,55-64
Anoka,1,2013,36,65-74
Anoka,2,2013,29,65-74
Anoka,3,2013,25,65-74
Anoka,4,2013,24,65-74
Anoka,5,2013,36,65-74
Anoka,6,2013,35,65-74
Anoka,7,2013,32,65-74
Anoka,8,2013,25,65-74
Anoka,9,2013,28,65-74
Anoka,10,2013,34,65-74
Anoka,11,2013,26,65-74
Anoka,12,2013,36,65-74
Beltrami,1,2013,10,65-74
Beltrami,3,2013,10,65-74
Carver,4,2013,11,65-74
Clay,5,2013,13,65-74
Clay,11,2013,12,65-74
Crow Wing,1,2013,11,65-74
Crow Wing,3,2013,11,65-74
Crow Wing,4,2013,10,65-74
Crow Wing,5,2013,12,65-74
Crow Wing,6,2013,14,65-74
Crow Wing,7,2013,10,65-74
Crow Wing,8,2013,10,65-74
Crow Wing,11,2013,11,65-74
Crow Wing,12,2013,13,65-74
Dakota,1,2013,42,65-74
Dakota,2,2013,21,65-74
Dakota,3,2013,40,65-74
Dakota,4,2013,27,65-74
Dakota,5,2013,30,65-74
Dakota,6,2013,32,65-74
Dakota,7,2013,33,65-74
Dakota,8,2013,31,65-74
Dakota,9,2013,25,65-74
Dakota,10,2013,28,65-74
Dakota,11,2013,36,65-74
Dakota,12,2013,40,65-74
Goodhue,1,2013,10,65-74
Hennepin,1,2013,107,65-74
Hennepin,2,2013,94,65-74
Hennepin,3,2013,100,65-74
Hennepin,4,2013,108,65-74
Hennepin,5,2013,87,65-74
Hennepin,6,2013,87,65-74
Hennepin,7,2013,79,65-74
